-30.70965948,-24.17738283,1
-27.36067864,-23.54815735,1
-30.05161466,-27.66185415,1
-31.60893095,-27.03620823,1
-37.98855678,-24.52146895,1
-30.87199403,-22.20036466,1
-32.35396351,-27.92554188,1
-28.43805974,-26.402938,1
-30.55743008,-24.4623792,1
-17.20803135,36.51082471,2
-20.33909485,33.87437492,2
-16.10871837,37.95363452,2
-15.60538809,31.96505479,2
-15.48110453,37.52051072,2
-14.39953547,34.22580991,2
-20.29444502,38.53347378,2
-16.20852746,33.88535993,2
-16.23454923,34.2792833,2
-16.74250755,33.90211461,2
-14.43328519,35.25927792,2
-13.21624802,33.89279694,2
-13.79937838,35.87915384,2
-18.6429007,33.28126398,2
-15.03125149,40.5938191,2
-17.88278499,33.58675348,2
-19.65982693,29.67049066,2
-17.0808045,36.72135377,2
-17.49155442,32.70008,2
-14.44913126,39.36050473,2
-21.10915285,33.40911642,2
-16.91994266,38.9393412,2
-13.56883447,31.53248704,2
-19.28308039,40.87153211,2
-15.3526444,34.87999051,2
-17.09039863,35.89411176,2
-15.48299596,33.7377473,2
-18.89121885,36.29852131,2
-21.34208412,34.83285601,2
-16.19144151,32.95934708,2
-14.34329321,36.16791803,2
-17.07773932,31.8492639,2
0.674696163,30.4340073,3
-0.683097743,35.87758362,3
4.518715867,36.03725886,3
5.173070906,33.35732195,3
5.307477903,32.24771059,3
2.323086717,31.53512773,3
7.70539546,36.09320407,3
1.178179097,32.86420517,3
4.754724513,31.02289771,3
-0.453311407,33.08540707,3
4.962669882,34.97474863,3
2.674004831,36.20384131,3
3.697030141,31.31785822,3
4.313385919,35.82777476,3
5.055518158,33.89451733,3
3.09470886,33.79828322,3
3.108255064,33.5980275,3
7.314641261,36.52051895,3
4.481934181,34.15746064,3
5.064636274,34.29108514,3
4.664181701,35.01548452,3
2.506336291,32.80001191,3
6.248539049,31.43369822,3
1.449618384,30.81805473,3
2.817240143,37.08465926,3
1.224081243,37.2089682,3
4.181473704,33.23748078,3
2.637093928,33.85008767,3
3.845541228,34.09870196,3
0.96791861,31.66719032,3
2.450148116,33.57122158,3
1.630462439,35.07708406,3
4.279981671,33.06256788,3
3.854315752,31.11081722,3
6.627541221,34.31589909,3
2.097321736,34.31234397,3
4.659707227,34.04933737,3
7.252744431,29.22859917,3
5.094141362,37.86306678,3
33.35492234,-0.936546106,4
34.64278217,-4.568240609,4
34.56381349,0.650280539,4
36.84126275,1.5340388,4
34.54719182,-3.462732837,4
35.37021656,-2.447467865,4
36.10137572,0.034572451,4
37.01213625,1.101305723,4
33.06179655,-2.179188257,4
31.74178491,-0.033666865,4
35.79346894,-0.328843397,4
34.17213433,-6.068037216,4
30.23531181,-5.211812114,4
32.45259567,-0.211553548,4
36.56449797,-1.565488885,4
36.56996452,23.68080276,5
35.42945337,23.63910989,5
31.51478692,23.04183799,5
33.20244109,22.28231539,5
33.6717927,23.00564125,5
